x,y
7.878788e-01,4.685078e-02
7.979798e-01,7.501159e-03
8.080808e-01,-1.294670e-02
8.181818e-01,-3.328817e-02
8.282828e-01,2.605569e-02
8.383838e-01,1.611017e-02
8.484848e-01,1.926072e-02
8.585859e-01,-5.269390e-02
8.686869e-01,-6.675066e-02
8.787879e-01,-5.599481e-02
8.888889e-01,-1.479095e-02
8.989899e-01,3.497623e-03
9.090909e-01,-4.520183e-02
9.191919e-01,-5.114847e-03
9.292929e-01,3.876103e-02
9.393939e-01,-1.329019e-02
9.494949e-01,5.007746e-02
9.595960e-01,-6.607187e-03
9.696970e-01,6.190704e-02
9.797980e-01,-6.039791e-02
9.898990e-01,6.288754e-02
1,-4.065278e-02
1.010101e+00,-2.560808e-03
1.020202e+00,-6.082443e-02
1.030303e+00,6.315503e-02
1.040404e+00,-1.489780e-02
1.050505e+00,-8.415524e-03
1.060606e+00,-6.493996e-02
1.070707e+00,5.361791e-03
1.080808e+00,8.106385e-03
1.090909e+00,-3.589699e-02
1.101010e+00,6.143050e-02
1.111111e+00,-7.318900e-02
1.121212e+00,3.379605e-02
1.131313e+00,5.347859e-02
1.141414e+00,3.457611e-03
1.151515e+00,1.389690e-02
1.161616e+00,-6.199610e-04
1.171717e+00,-6.586137e-02
1.181818e+00,2.093249e-02
1.191919e+00,-2.691544e-02
1.202020e+00,7.396860e-02
1.212121e+00,-3.938536e-02
1.222222e+00,2.216841e-02
1.232323e+00,-4.766233e-02
1.242424e+00,-2.793460e-02
1.252525e+00,5.410573e-02
1.262626e+00,1.867869e-01
1.272727e+00,2.374049e-01
1.282828e+00,3.035487e-01
1.292929e+00,1.827071e-01
1.303030e+00,-3.595897e-02
1.313131e+00,3.194658e-02
1.323232e+00,-6.366333e-03
1.333333e+00,2.363803e-03
1.343434e+00,-2.598275e-02
1.353535e+00,-1.540667e-02
1.363636e+00,2.501754e-03
1.373737e+00,5.398797e-03
1.383838e+00,7.095539e-02
1.393939e+00,7.372286e-02
1.404040e+00,1.264167e-01
1.414141e+00,2.431072e-01
1.424242e+00,5.515442e-01
1.434343e+00,6.173600e-01
1.444444e+00,8.775693e-01
1.454545e+00,8.932983e-01
1.464646e+00,7.210948e-01
1.474747e+00,5.712673e-01
1.484848e+00,3.105582e-01
1.494949e+00,6.504552e-02
1.505051e+00,-7.793333e-02
1.515152e+00,-2.966134e-01
1.525253e+00,-4.659036e-01
1.535354e+00,-6.799340e-01
1.545455e+00,-9.070010e-01
1.555556e+00,-8.996176e-01
1.565657e+00,-6.351353e-01
1.575758e+00,-4.485639e-01
1.585859e+00,-2.790393e-01
1.595960e+00,-1.368875e-01
1.606061e+00,-5.869336e-02
1.616162e+00,-1.059422e-02
1.626263e+00,-6.331763e-03
1.636364e+00,5.110862e-02
1.646465e+00,6.035061e-02
1.656566e+00,6.202162e-02
1.666667e+00,1.417502e-01
1.676768e+00,1.033216e-01
1.686869e+00,2.107717e-01
1.696970e+00,2.308078e-01
1.707071e+00,2.336879e-01
1.717172e+00,2.155389e-01
1.727273e+00,1.568475e-01
1.737374e+00,2.021974e-02
1.747475e+00,4.774555e-02
1.757576e+00,-1.882159e-02
1.767677e+00,-4.040263e-02
1.777778e+00,4.130486e-02
1.787879e+00,-8.587066e-03
1.797980e+00,3.281250e-02
1.808081e+00,7.079291e-02
1.818182e+00,5.290741e-02
1.828283e+00,-2.920399e-02
1.838384e+00,6.658760e-02
1.848485e+00,6.617424e-02
1.858586e+00,-6.130796e-03
1.868687e+00,4.241363e-02
1.878788e+00,-9.685950e-03
1.888889e+00,6.449575e-03
1.898990e+00,2.382187e-02
1.909091e+00,5.812324e-03
1.919192e+00,-6.913714e-02
1.929293e+00,-3.799147e-02
1.939394e+00,2.123835e-02
1.949495e+00,-4.868522e-02
1.959596e+00,5.337744e-02
1.969697e+00,-1.018551e-02
1.979798e+00,6.768593e-02
1.989899e+00,1.698389e-02
2,6.261368e-02
2.010101e+00,7.789002e-03
2.020202e+00,4.795035e-02
2.030303e+00,-6.451573e-03
2.040404e+00,7.049513e-02
2.050505e+00,-7.412093e-02
2.060606e+00,-6.099905e-02
2.070707e+00,5.909383e-02
2.080808e+00,5.485855e-02
2.090909e+00,-1.423025e-02
2.101010e+00,-2.642155e-02
2.111111e+00,-4.003892e-02
2.121212e+00,-3.921713e-02
2.131313e+00,6.848359e-02
2.141414e+00,1.796142e-02
2.151515e+00,-6.642426e-02
2.161616e+00,3.068174e-02
2.171717e+00,-3.518916e-02
2.181818e+00,-5.452878e-02
2.191919e+00,2.218094e-02
2.202020e+00,-5.049787e-03
2.212121e+00,-3.864981e-02
2.222222e+00,6.711741e-02
2.232323e+00,-3.710327e-03
2.242424e+00,-7.448053e-03
2.252525e+00,8.931588e-02
2.262626e+00,2.119535e-01
2.272727e+00,2.401086e-01
2.282828e+00,3.103107e-01
2.292929e+00,8.222476e-02
2.303030e+00,-9.053467e-03
2.313131e+00,1.115789e-03
2.323232e+00,1.172619e-04
2.333333e+00,1.877620e-02
2.343434e+00,6.391408e-02
2.353535e+00,-7.371400e-02
2.363636e+00,7.246344e-02
2.373737e+00,-4.532347e-02
2.383838e+00,-2.168598e-02
2.393939e+00,7.285142e-02
2.404040e+00,7.829161e-02
2.414141e+00,2.330229e-01
2.424242e+00,5.536402e-01
2.434343e+00,7.583742e-01
2.444444e+00,8.595615e-01
2.454545e+00,9.340431e-01
2.464646e+00,6.553246e-01
2.474747e+00,4.943931e-01
2.484848e+00,3.097541e-01
2.494949e+00,5.916854e-02
2.505051e+00,-3.421668e-02
2.515152e+00,-3.083427e-01
2.525253e+00,-5.098875e-01
2.535354e+00,-7.706648e-01
2.545455e+00,-9.407384e-01
2.555556e+00,-8.395336e-01
2.565657e+00,-6.718303e-01
2.575758e+00,-5.144517e-01
2.585859e+00,-3.369467e-01
2.595960e+00,-1.000286e-01
2.606061e+00,-1.788188e-02
2.616162e+00,6.874341e-02
2.626263e+00,5.729190e-02
2.636364e+00,-4.457589e-02
2.646465e+00,-6.181704e-02
2.656566e+00,-6.285773e-03
2.666667e+00,-5.667429e-02
2.676768e+00,4.600215e-02
2.686869e+00,-5.343917e-02
2.696970e+00,-4.032093e-02
2.707071e+00,2.031042e+00
2.717172e+00,2.041810e+00
2.727273e+00,2.028227e+00
2.737374e+00,1.942755e+00
2.747475e+00,2.025002e+00
2.757576e+00,2.564228e-03
2.767677e+00,-6.749354e-02
2.777778e+00,6.134097e-02
2.787879e+00,5.878113e-02
2.797980e+00,-5.749001e-02
2.808081e+00,-1.130064e-02
2.818182e+00,1.584833e-02
2.828283e+00,-1.795412e-02
2.838384e+00,-3.721696e-02
2.848485e+00,4.116871e-02
2.858586e+00,7.007864e-02
2.868687e+00,5.574747e-03
2.878788e+00,4.151709e-02
2.888889e+00,-5.455714e-02
2.898990e+00,-2.829379e-02
2.909091e+00,-4.319223e-02
2.919192e+00,3.469118e-02
2.929293e+00,5.243395e-02
2.939394e+00,-1.639014e-04
2.949495e+00,2.541728e-02
2.959596e+00,-1.048623e-02
2.969697e+00,-4.117066e-02
2.979798e+00,-3.024878e-02
2.989899e+00,7.421716e-02
3,6.547261e-02
3.010101e+00,3.032226e-02
3.020202e+00,5.430523e-02
3.030303e+00,-5.840492e-02
3.040404e+00,-4.035255e-02
3.050505e+00,-3.720796e-03
3.060606e+00,6.270220e-02
3.070707e+00,1.512908e-02
3.080808e+00,-3.685474e-02
3.090909e+00,-8.517788e-03
3.101010e+00,-5.038689e-02
3.111111e+00,1.336330e-02
3.121212e+00,3.631218e-03
3.131313e+00,3.691149e-02
3.141414e+00,-5.328077e-02
3.151515e+00,4.463291e-02
3.161616e+00,-5.043836e-02
3.171717e+00,-4.215417e-02
3.181818e+00,-7.211541e-02
3.191919e+00,3.822699e-02
3.202020e+00,-1.279690e-02
3.212121e+00,-1.479540e-02
3.222222e+00,4.668876e-02
3.232323e+00,-6.976390e-02
3.242424e+00,2.801401e-02
3.252525e+00,1.048922e-02
3.262626e+00,1.853196e-01
3.272727e+00,2.945407e-01
3.282828e+00,3.135911e-01
3.292929e+00,1.192301e-01
3.303030e+00,-2.767174e-02
3.313131e+00,3.075259e-02
3.323232e+00,5.751958e-03
3.333333e+00,-5.529389e-02
3.343434e+00,3.917861e-02
3.353535e+00,-1.326340e-02
3.363636e+00,3.894091e-02
3.373737e+00,-5.087907e-02
3.383838e+00,2.457118e-02
3.393939e+00,-6.021169e-02
3.404040e+00,1.215559e-01
3.414141e+00,2.112087e-01
3.424242e+00,4.529999e-01
3.434343e+00,7.177516e-01
3.444444e+00,9.357178e-01
3.454545e+00,9.422691e-01
3.464646e+00,7.558087e-01
3.474747e+00,5.633902e-01
3.484848e+00,2.795847e-01
3.494949e+00,9.692997e-02
3.505051e+00,-7.506184e-02
3.515152e+00,-3.615026e-01
3.525253e+00,-5.594629e-01
3.535354e+00,-6.562252e-01
3.545455e+00,-9.249984e-01
3.555556e+00,-8.393270e-01
3.565657e+00,-7.586382e-01
3.575758e+00,-4.136627e-01
3.585859e+00,-3.419116e-01
3.595960e+00,-4.843155e-02
3.606061e+00,6.846861e-02
3.616162e+00,5.040053e-02
3.626263e+00,-1.529647e-02
3.636364e+00,4.224397e-02
3.646465e+00,-4.271406e-03
3.656566e+00,1.490957e-02
3.666667e+00,6.075741e-02
3.676768e+00,9.929679e-02
3.686869e+00,1.292909e-01
3.696970e+00,2.039618e-01
3.707071e+00,1.211548e-01
3.717172e+00,1.073617e-01
3.727273e+00,1.837765e-01
3.737374e+00,9.272357e-02
3.747475e+00,2.163668e-04
3.757576e+00,3.405992e-02
3.767677e+00,-7.018464e-02
3.777778e+00,5.759705e-03
3.787879e+00,4.905154e-03
3.797980e+00,-6.374919e-02
3.808081e+00,7.275471e-02
3.818182e+00,-7.025020e-02
3.828283e+00,2.580012e-02
3.838384e+00,-1.370952e-02
3.848485e+00,-2.167343e-02
3.858586e+00,-3.644420e-02
3.868687e+00,-3.095306e-02
3.878788e+00,-3.375933e-02
3.888889e+00,-3.784107e-02
3.898990e+00,-2.942840e-02
3.909091e+00,3.659776e-02
3.919192e+00,-4.142650e-02
3.929293e+00,1.577448e-03
3.939394e+00,1.727325e-02
3.949495e+00,-3.581881e-02
3.959596e+00,6.158671e-02
3.969697e+00,-6.351512e-02
3.979798e+00,-8.032697e-04
3.989899e+00,-7.064280e-02
4,-4.831316e-02
4.010101e+00,-3.855274e-02
4.020202e+00,1.038898e-02
4.030303e+00,-6.506358e-02
4.040404e+00,-4.473232e-02
4.050505e+00,5.085600e-02
4.060606e+00,3.359866e-02
4.070707e+00,3.929000e-02
4.080808e+00,-2.653693e-02
4.090909e+00,3.286804e-02
4.101010e+00,-4.311505e-02
4.111111e+00,-3.073202e-02
4.121212e+00,-2.758112e-02
4.131313e+00,-4.591341e-02
4.141414e+00,-3.452055e-02
4.151515e+00,-6.569242e-02
4.161616e+00,-1.190844e-02
4.171717e+00,5.216220e-02
4.181818e+00,-2.232445e-02
4.191919e+00,6.380551e-02
4.202020e+00,2.527711e-02
4.212121e+00,9.767623e-03
4.222222e+00,-4.937360e-02
4.232323e+00,-1.505767e-03
4.242424e+00,6.679071e-02
4.252525e+00,7.449111e-02
4.262626e+00,2.690055e-01
4.272727e+00,3.680171e-01
4.282828e+00,2.542961e-01
4.292929e+00,1.718438e-01
4.303030e+00,1.468409e-02
4.313131e+00,2.316871e-02
4.323232e+00,-6.580486e-02
4.333333e+00,-2.156334e-02
4.343434e+00,-5.811185e-03
4.353535e+00,-2.419096e-02
4.363636e+00,-6.906678e-02
4.373737e+00,-1.488413e-02
4.383838e+00,5.167396e-02
4.393939e+00,-6.529602e-03
4.404040e+00,1.259920e-01
4.414141e+00,2.644660e-01
4.424242e+00,4.936113e-01
4.434343e+00,6.723077e-01
4.444444e+00,9.250326e-01
4.454545e+00,9.528496e-01
4.464646e+00,7.299536e-01
4.474747e+00,5.779312e-01
4.484848e+00,3.754520e-01
4.494949e+00,9.316153e-02
4.505051e+00,-2.895781e-02
4.515152e+00,-2.511454e-01
4.525253e+00,-5.747060e-01
4.535354e+00,-7.185055e-01
4.545455e+00,-8.403854e-01
4.555556e+00,-8.425324e-01
4.565657e+00,-7.169422e-01
4.575758e+00,-5.259514e-01
4.585859e+00,-3.310383e-01
4.595960e+00,-9.773484e-02
4.606061e+00,-3.817932e-02
4.616162e+00,-3.131265e-04
4.626263e+00,-1.390290e-02
4.636364e+00,4.422953e-02
4.646465e+00,9.536757e-03
4.656566e+00,6.139534e-02
4.666667e+00,4.445890e-02
4.676768e+00,1.374780e-01
4.686869e+00,1.700752e-01
4.696970e+00,1.592624e-01
4.707071e+00,1.703390e-01
4.717172e+00,1.875967e-01
4.727273e+00,1.309921e-01
4.737374e+00,1.250912e-01
4.747475e+00,-2.346921e-02
4.757576e+00,-2.077373e-02
4.767677e+00,-5.824517e-03
4.777778e+00,3.628097e-02
4.787879e+00,2.460252e-02
4.797980e+00,-5.919488e-02
4.808081e+00,-6.013370e-02
4.818182e+00,2.412201e-02
4.828283e+00,2.715515e-02
4.838384e+00,2.510090e-02
4.848485e+00,-5.658201e-03
4.858586e+00,6.688982e-02
4.868687e+00,1.920710e-02
4.878788e+00,-7.141917e-02
4.888889e+00,-7.239864e-02
4.898990e+00,-6.702581e-02
4.909091e+00,4.033581e-02
4.919192e+00,1.342109e-02
4.929293e+00,-1.266381e-02
4.939394e+00,4.758761e-02
4.949495e+00,4.798665e-02
4.959596e+00,-8.328857e-03
4.969697e+00,7.220731e-02
4.979798e+00,9.665356e-03
4.989899e+00,6.577882e-02
5,1.255397e-03
5.010101e+00,7.235420e-02
5.020202e+00,-2.523791e-02
5.030303e+00,-1.227364e-02
5.040404e+00,5.373993e-02
5.050505e+00,-2.398500e-03
5.060606e+00,7.378021e-02
5.070707e+00,1.669264e-02
5.080808e+00,-2.856922e-02
5.090909e+00,3.235342e-02
5.101010e+00,-5.074414e-02
5.111111e+00,-4.351321e-02
5.121212e+00,-5.054841e-02
5.131313e+00,-2.702299e-02
5.141414e+00,1.865337e-02
5.151515e+00,-6.565612e-02
5.161616e+00,-4.426361e-02
5.171717e+00,2.263990e-02
5.181818e+00,-3.955193e-02
5.191919e+00,-4.981171e-02
5.202020e+00,-3.583303e-02
5.212121e+00,-3.562970e-02
5.222222e+00,3.697397e-02
5.232323e+00,-5.631317e-02
5.242424e+00,-6.533521e-03
5.252525e+00,6.092851e-02
5.262626e+00,2.651694e-01
5.272727e+00,3.519110e-01
5.282828e+00,2.970023e-01
5.292929e+00,1.809829e-01
5.303030e+00,-5.422625e-02
5.313131e+00,-5.486938e-02
5.323232e+00,-3.548464e-02
5.333333e+00,-3.642813e-02
5.343434e+00,-5.483336e-02
5.353535e+00,5.452875e-02
5.363636e+00,1.227698e-02
5.373737e+00,6.616477e-02
5.383838e+00,-3.737746e-04
5.393939e+00,3.192886e-02
5.404040e+00,1.504769e-02
5.414141e+00,2.146188e-01
5.424242e+00,5.493778e-01
5.434343e+00,6.128100e-01
5.444444e+00,8.722385e-01
5.454545e+00,9.043096e-01
5.464646e+00,6.747732e-01
5.474747e+00,5.580106e-01
5.484848e+00,2.964529e-01
5.494949e+00,5.633004e-02
5.505051e+00,-5.089808e-02
5.515152e+00,-3.776927e-01
5.525253e+00,-4.521051e-01
5.535354e+00,-7.117072e-01
5.545455e+00,-8.745556e-01
5.555556e+00,-8.794322e-01
5.565657e+00,-7.573703e-01
5.575758e+00,-4.289218e-01
5.585859e+00,-2.920681e-01
5.595960e+00,-4.852247e-02
5.606061e+00,-6.505372e-02
5.616162e+00,6.633276e-02
5.626263e+00,4.252020e-02
5.636364e+00,6.759559e-02
5.646465e+00,-1.900004e-02
5.656566e+00,1.064556e-02
5.666667e+00,-7.209210e-02
5.676768e+00,-2.217951e-03
5.686869e+00,-4.514945e-02
5.696970e+00,-2.031787e-02
5.707071e+00,1.979628e+00
5.717172e+00,2.005616e+00
5.727273e+00,2.040110e+00
5.737374e+00,2.058407e+00
5.747475e+00,1.928463e+00
5.757576e+00,1.309741e-02
5.767677e+00,-7.255374e-02
5.777778e+00,-6.802782e-02
5.787879e+00,-1.785108e-02
5.797980e+00,2.675367e-02
5.808081e+00,2.738197e-03
5.818182e+00,6.512715e-02
5.828283e+00,6.847546e-02
5.838384e+00,4.737125e-02
5.848485e+00,-1.298521e-02
5.858586e+00,-6.310413e-02
5.868687e+00,-7.459926e-02
5.878788e+00,6.306082e-03
5.888889e+00,1.672397e-02
5.898990e+00,5.430748e-02
5.909091e+00,-2.158132e-02
5.919192e+00,5.207971e-02
5.929293e+00,-7.197097e-03
5.939394e+00,3.842514e-02
5.949495e+00,4.962140e-02
5.959596e+00,-2.167847e-03
5.969697e+00,9.678584e-03
5.979798e+00,-3.831711e-02
5.989899e+00,6.368070e-02
6,6.451101e-02
6.010101e+00,-2.281570e-02
6.020202e+00,-2.156458e-02
6.030303e+00,3.873164e-02
6.040404e+00,-5.505898e-02
6.050505e+00,8.606811e-03
6.060606e+00,-1.921566e-02
6.070707e+00,-7.642118e-03
6.080808e+00,-5.008749e-03
6.090909e+00,-4.802448e-02
6.101010e+00,-2.212406e-02
6.111111e+00,4.986142e-02
6.121212e+00,-7.303431e-02
6.131313e+00,2.258234e-02
6.141414e+00,7.236992e-02
6.151515e+00,-3.468508e-02
6.161616e+00,2.531695e-02
6.171717e+00,-6.002375e-02
6.181818e+00,4.113185e-02
6.191919e+00,-7.392021e-02
6.202020e+00,1.689621e-02
6.212121e+00,-3.359252e-02
6.222222e+00,-1.377552e-02
6.232323e+00,7.259250e-02
6.242424e+00,5.459812e-02
6.252525e+00,1.126492e-01
6.262626e+00,1.841903e-01
6.272727e+00,2.817886e-01
6.282828e+00,2.736857e-01
6.292929e+00,7.207984e-02
6.303030e+00,-3.632447e-02
6.313131e+00,5.320977e-02
6.323232e+00,-4.824538e-02
6.333333e+00,6.691596e-02
6.343434e+00,5.684189e-02
6.353535e+00,3.022332e-02
6.363636e+00,-1.150109e-02
6.373737e+00,1.833896e-02
6.383838e+00,6.698267e-02
6.393939e+00,-8.340686e-03
6.404040e+00,1.545762e-01
6.414141e+00,3.335462e-01
6.424242e+00,4.830736e-01
6.434343e+00,7.493004e-01
6.444444e+00,8.438034e-01
6.454545e+00,9.071287e-01
6.464646e+00,7.222534e-01
6.474747e+00,5.136701e-01
6.484848e+00,3.589727e-01
6.494949e+00,1.373419e-01
6.505051e+00,-1.272386e-01
6.515152e+00,-3.715004e-01
6.525253e+00,-5.268895e-01
6.535354e+00,-6.680978e-01
6.545455e+00,-8.390742e-01
6.555556e+00,-8.482124e-01
6.565657e+00,-7.190093e-01
6.575758e+00,-5.054613e-01
6.585859e+00,-2.475095e-01
6.595960e+00,-1.220469e-01
6.606061e+00,6.093991e-02
6.616162e+00,-7.249782e-02
6.626263e+00,4.210541e-02
6.636364e+00,1.920411e-02
6.646465e+00,-3.594968e-03
6.656566e+00,-3.389208e-02
6.666667e+00,3.602722e-02
6.676768e+00,1.428374e-01
6.686869e+00,1.970517e-01
6.696970e+00,1.866825e-01
6.707071e+00,2.254445e-01
6.717172e+00,2.007872e-01
6.727273e+00,1.485964e-01
6.737374e+00,6.362387e-02
6.747475e+00,-5.010503e-03
6.757576e+00,-7.305642e-02
6.767677e+00,6.977846e-02
6.777778e+00,-5.394391e-02
6.787879e+00,-4.201944e-02
6.797980e+00,-2.793356e-02
6.808081e+00,5.850031e-02
6.818182e+00,-5.801008e-02
6.828283e+00,-5.098623e-02
6.838384e+00,-6.712738e-02
6.848485e+00,4.598599e-02
6.858586e+00,4.802919e-02
6.868687e+00,-2.280590e-02
6.878788e+00,7.456572e-02
6.888889e+00,-3.327092e-02
6.898990e+00,-2.369145e-03
6.909091e+00,4.248458e-02
6.919192e+00,-5.089183e-02
6.929293e+00,5.567866e-02
6.939394e+00,3.973918e-02
6.949495e+00,-8.937392e-04
6.959596e+00,1.505321e-02
6.969697e+00,-6.550541e-02
6.979798e+00,-4.263974e-02
6.989899e+00,-4.984188e-02
7,6.736928e-02
7.010101e+00,-3.129112e-02
7.020202e+00,-3.230260e-03
7.030303e+00,-3.723540e-02
7.040404e+00,-2.697295e-02
7.050505e+00,1.699465e-02
7.060606e+00,3.546183e-02
7.070707e+00,7.370644e-02
7.080808e+00,-7.202541e-02
7.090909e+00,6.103496e-02
7.101010e+00,3.512754e-02
7.111111e+00,-4.967261e-02
7.121212e+00,6.637072e-02
7.131313e+00,-3.927662e-02
7.141414e+00,6.539861e-02
7.151515e+00,-2.393719e-02
7.161616e+00,-3.797627e-02
7.171717e+00,1.778506e-02
7.181818e+00,6.374506e-02
7.191919e+00,2.053114e-02
7.202020e+00,7.187731e-02
7.212121e+00,4.532151e-02
7.222222e+00,-2.618806e-03
7.232323e+00,1.299078e-02
7.242424e+00,4.645771e-02
7.252525e+00,3.012379e-02
7.262626e+00,2.376504e-01
7.272727e+00,3.134506e-01
7.282828e+00,2.714861e-01
7.292929e+00,8.431994e-02
7.303030e+00,4.587111e-03
7.313131e+00,1.198813e-02
7.323232e+00,-4.001275e-02
7.333333e+00,7.479589e-02
7.343434e+00,-2.776745e-02
7.353535e+00,-4.460167e-02
7.363636e+00,-3.570366e-02
7.373737e+00,4.744250e-02
7.383838e+00,5.658426e-02
7.393939e+00,2.093213e-02
7.404040e+00,1.424804e-01
7.414141e+00,2.925509e-01
7.424242e+00,4.955662e-01
7.434343e+00,7.223707e-01
7.444444e+00,8.310253e-01
7.454545e+00,8.865654e-01
7.464646e+00,7.050532e-01
7.474747e+00,4.470996e-01
7.484848e+00,3.382996e-01
7.494949e+00,1.076688e-01
7.505051e+00,-1.566047e-01
7.515152e+00,-3.691913e-01
7.525253e+00,-5.643269e-01
7.535354e+00,-7.717461e-01
7.545455e+00,-9.300553e-01
7.555556e+00,-8.973744e-01
7.565657e+00,-7.122472e-01
7.575758e+00,-5.374410e-01
7.585859e+00,-2.266816e-01
7.595960e+00,-6.963816e-02
7.606061e+00,7.422857e-02
7.616162e+00,-3.498608e-02
7.626263e+00,-4.056320e-02
7.636364e+00,8.351158e-04
7.646465e+00,-8.112255e-03
7.656566e+00,5.377191e-02
7.666667e+00,1.507662e-01
7.676768e+00,1.336879e-01
7.686869e+00,2.282765e-01
7.696970e+00,1.670146e-01
7.707071e+00,1.412124e-01
7.717172e+00,2.070007e-01
7.727273e+00,6.509527e-02
7.737374e+00,1.072360e-01
7.747475e+00,3.086265e-02
7.757576e+00,-6.996074e-02
7.767677e+00,6.479119e-02
7.777778e+00,7.124327e-02
7.787879e+00,1.599645e-03
7.797980e+00,-5.347835e-02
7.808081e+00,-5.054235e-02
7.818182e+00,-5.783425e-02
7.828283e+00,-7.105562e-03
7.838384e+00,5.293742e-03
7.848485e+00,4.800999e-02
7.858586e+00,5.151967e-02
7.868687e+00,-2.961450e-02
7.878788e+00,5.514302e-02
7.888889e+00,9.375188e-04
7.898990e+00,1.097085e-02
7.909091e+00,-5.491999e-02
7.919192e+00,6.412363e-02
7.929293e+00,-7.394014e-02
7.939394e+00,-4.496893e-02
7.949495e+00,-4.892766e-02
7.959596e+00,7.105131e-02
7.969697e+00,1.721553e-02
7.979798e+00,-2.206531e-03
7.989899e+00,7.010468e-03
8,-2.114436e-02
8.010101e+00,-3.231317e-02
8.020202e+00,5.796485e-02
8.030303e+00,-5.077580e-02
8.040404e+00,-1.335042e-02
8.050505e+00,3.020516e-02
8.060606e+00,-1.634532e-02
8.070707e+00,4.993435e-02
8.080808e+00,5.377365e-02
8.090909e+00,2.965351e-02
8.101010e+00,-2.790911e-02
8.111111e+00,5.245250e-02
8.121212e+00,5.579327e-02
8.131313e+00,-3.751381e-02
8.141414e+00,6.597544e-02
8.151515e+00,-7.206096e-02
8.161616e+00,-5.436443e-02
8.171717e+00,-5.027878e-02
8.181818e+00,-7.468982e-02
8.191919e+00,1.351190e-04
8.202020e+00,5.612275e-02
8.212121e+00,-3.222459e-02
8.222222e+00,-3.406002e-02
8.232323e+00,-3.518588e-03
8.242424e+00,-6.041630e-02
8.252525e+00,7.478468e-02
8.262626e+00,2.712541e-01
8.272727e+00,3.600656e-01
8.282828e+00,3.339438e-01
8.292929e+00,1.835208e-01
8.303030e+00,5.960251e-02
8.313131e+00,-1.573959e-03
8.323232e+00,-4.034688e-02
8.333333e+00,-1.883890e-02
8.343434e+00,-4.727957e-02
8.353535e+00,-2.498243e-02
8.363636e+00,3.388249e-03
8.373737e+00,4.334913e-02
8.383838e+00,1.547479e-02
8.393939e+00,-6.516603e-02
8.404040e+00,1.074237e-01
8.414141e+00,2.157482e-01
8.424242e+00,4.483662e-01
8.434343e+00,7.602417e-01
8.444444e+00,9.350593e-01
8.454545e+00,8.714811e-01
8.464646e+00,6.932472e-01
8.474747e+00,4.568735e-01
8.484848e+00,3.344350e-01
8.494949e+00,1.558933e-01
8.505051e+00,-1.240453e-01
8.515152e+00,-3.336417e-01
8.525253e+00,-5.469082e-01
8.535354e+00,-6.448402e-01
8.545455e+00,-9.303285e-01
8.555556e+00,-8.902300e-01
8.565657e+00,-7.280502e-01
8.575758e+00,-4.553025e-01
8.585859e+00,-2.364059e-01
8.595960e+00,-7.236374e-02
8.606061e+00,-3.624009e-02
